2048 22665
1485 1637 -6
1657 943 -2
1028 1668 -9
495 1228 7
1042 660 -3
601 605 14
755 1949 15
1085 992 -8
1791 533 16
1851 1875 18
1484 1495 7
132 336 12
1027 1035 8
824 1911 -6
535 1678 -7
478 893 5
1771 1405 -2
885 1924 9
1471 1776 3
977 1154 -8
1791 517 -3
567 483 16
974 1483 -9
639 428 18
605 440 -7
1062 1734 14
1389 155 -1
13 826 4
917 87 10
224 646 13
795 1998 11
851 86 11
1412 439 -9
704 1598 -6
555 1626 -7
965 850 3
372 1901 0
496 1704 -3
643 129 20
1697 550 -7
884 958 14
1708 1334 -8
146 1506 -6
346 1833 12
245 1477 -2
1752 1908 -9
1937 708 14
1347 1551 14
1446 741 -4
708 157 9
2046 1182 19
127 291 -6
656 369 12
1342 379 1
1622 1513 -10
39 709 -10
884 153 5
729 643 19
1553 1321 11
1981 1829 -7
1636 408 -6
1148 1071 15
1251 825 20
464 576 5
416 1563 14
301 414 -3
560 1238 2
1520 1563 10
946 2035 17
798 363 11
1743 878 5
2004 1343 20
460 1534 3
1015 202 17
259 298 -2
969 1396 10
97 594 10
1126 1256 -4
182 1080 11
1118 1729 -7
513 1451 18
740 1667 7
2039 1374 4
1357 675 7
121 1047 2
1481 967 19
950 1467 4
1963 1931 5
1066 1759 3
1171 1131 -1
190 2015 7
850 1181 -3
1449 1976 16
1137 1036 13
242 14 -6
398 423 14
1432 297 14
1046 1736 -5
1227 2000 8
1287 1888 17
1732 63 15
700 1054 16
1297 188 9
750 993 17
1662 879 8
1654 1029 7
217 645 13
363 1896 -9
1854 715 19
1466 586 -4
958 68 -7
1861 1355 -5
373 1384 0
45 1070 20
99 263 7
211 1337 14
1713 14 2
688 1087 -6
808 1946 -2
1570 184 -1
759 289 6
683 118 9
298 1429 -7
1638 219 16
92 1487 9
1177 1682 8
1921 1446 12
1190 66 4
229 1146 1
468 692 7
1717 287 -2
419 1367 6
673 103 1
418 1082 -6
1664 1218 -10
1800 198 3
515 680 -10
383 1247 1
1482 203 -6
2007 1085 5
1668 1095 11
171 1555 8
737 63 5
531 1381 -8
1401 1459 -1
758 151 8
2040 883 11
1449 287 -4
1841 1902 0
1739 605 -7
2018 478 12
1188 771 12
594 2039 12
635 1694 16
1807 1827 -1
145 1301 -9
372 757 18
1227 1083 -6
1222 1881 -3
303 969 17
1791 1445 -10
1215 1624 -3
164 1693 11
90 569 16
833 1158 5
1191 823 9
84 2010 4
1849 677 13
211 1601 4
1130 1361 15
400 1750 16
166 1835 4
812 2014 -8
1810 698 3
1111 384 11
1245 1735 4
902 1572 15
1945 1718 1
367 1144 20
616 652 -8
2032 80 0
241 407 14
286 1759 -2
74 1827 9
180 2042 13
1369 729 20
1572 352 16
1386 1669 10
2026 579 9
222 383 13
251 1151 11
321 1524 12
1885 1603 -5
815 1711 -6
1873 544 18
454 1087 -4
157 1201 9
1189 1676 20
965 1626 -7
665 1078 -2
868 1235 15
657 851 5
482 892 20
367 1898 -3
1582 680 13
1736 1720 5
600 1376 15
957 1321 -6
1299 596 15
1644 1410 -2
897 2031 3
423 440 12
743 1227 -5
1020 357 13
530 1269 12
555 466 -9
148 449 5
158 1311 -3
1568 1318 -1
1161 1633 6
1718 720 -5
171 1749 7
87 111 0
756 1147 -5
1399 1002 0
1915 1199 2
885 385 15
639 1439 11
1709 1282 13
1650 1969 7
1548 155 2
1089 1072 16
1585 245 20
842 220 -3
119 407 4
970 50 -5
1153 1470 20
419 1157 -8
797 311 -6
1738 67 7
1945 474 -1
968 2036 6
228 1456 14
511 731 -5
1549 759 20
1730 1344 -8
504 1655 -7
1887 967 10
107 484 15
1442 361 20
701 1867 -9
390 483 1
1231 1973 7
10 182 0
785 642 9
97 278 14
198 52 20
2044 1361 0
454 1688 -8
795 1171 3
1384 1424 -2
743 1056 4
95 756 -8
840 1357 14
432 320 14
495 997 20
777 2045 20
1359 187 1
1822 1591 4
1403 664 1
220 1629 3
541 973 2
1167 78 0
4 1284 6
82 403 7
1543 1581 3
859 1261 8
1052 1183 12
1031 446 14
254 442 1
688 251 10
444 1967 14
946 168 -7
1017 577 13
1325 8 -1
1746 1946 3
1379 1552 2
1951 381 4
1218 185 12
1802 396 -1
766 1852 -9
52 849 0
199 627 0
1756 1358 -2
2039 1471 -10
710 1604 11
602 74 -5
1494 1637 14
847 391 -8
1943 1085 18
764 1323 7
1066 874 -9
462 553 6
1484 1919 15
366 1352 18
1914 1960 13
1154 879 -8
1111 2022 5
201 196 -3
738 764 -7
1911 290 3
1057 1123 9
1500 927 19
1606 1000 -1
1207 1556 1
1915 1205 -2
1738 1763 5
221 2040 15
1924 625 10
711 1897 7
226 1807 -9
765 1625 -10
980 1351 19
609 19 -2
193 964 1
809 182 1
1549 1362 9
467 461 13
166 1197 -5
600 1621 20
1793 1292 20
57 496 14
276 1971 -10
902 1394 4
44 1524 10
1521 1809 2
1966 1121 -4
640 1755 17
1067 1822 2
1927 63 -6
78 148 14
1515 1996 4
1920 763 17
479 122 -6
1126 615 10
150 1548 -1
1412 105 5
932 630 -1
1179 862 9
1537 584 -1
1452 765 17
2031 144 18
159 208 9
1581 1199 -7
1279 1679 13
1595 1296 -8
335 1434 6
1189 1998 12
2007 519 0
904 1696 2
268 257 12
1740 1452 18
2007 1382 13
206 1292 17
1630 1766 -5
1385 809 10
556 1815 0
676 572 -7
1222 1328 -1
1391 1427 14
519 1142 3
1584 878 -7
2018 630 6
1041 1673 8
858 416 1
1873 1719 -6
1223 492 16
517 533 17
465 1149 19
1034 187 -4
1435 143 16
535 771 -5
19 1804 6
305 1707 9
881 1940 -8
1778 391 8
825 1261 -4
1113 128 3
616 13 3
1066 14 -10
1679 52 20
1788 1909 5
1030 988 15
1676 611 -4
905 363 -2
1772 1226 20
977 2013 18
1961 774 -2
519 1768 0
2044 1206 -1
559 846 2
159 713 2
1229 1872 14
745 428 -9
383 129 2
42 1707 18
1597 875 0
1422 978 -2
375 709 5
2027 2040 -6
342 810 19
71 190 -3
1215 1424 13
1271 673 5
753 501 10
1189 1907 -1
1231 241 -6
1955 1496 3
1849 1593 18
339 1179 18
5 1845 -5
1678 751 5
1899 49 12
1864 773 3
1546 2008 8
238 1650 8
975 1012 -8
1069 1120 14
1637 942 10
1054 1922 12
1526 703 11
1553 1593 14
1376 1617 9
104 372 17
1845 1924 19
1098 1842 6
794 205 14
271 938 8
1889 690 6
430 132 4
237 394 11
928 944 1
1995 326 4
1010 1974 7
258 1401 8
633 1433 16
1662 785 3
1122 1182 18
1073 1665 3
1689 1691 19
1463 1099 -6
1474 1945 -8
542 811 4
1194 1513 -5
933 1624 19
898 1030 16
1936 908 -8
331 2000 17
1633 985 8
1577 776 19
1812 1907 -1
162 1813 19
48 1014 13
251 635 12
2002 468 -3
1314 141 6
2039 233 -7
1260 1078 20
1710 1395 9
408 1276 4
510 1486 20
1225 387 -4
1442 1747 7
635 1331 -8
1256 1961 -1
1700 1755 -5
1370 1888 20
629 1124 11
1778 1464 -3
1663 998 17
1296 1499 13
1580 1224 3
1899 1274 -10
1596 946 -4
1194 6 6
853 627 9
115 767 -1
1733 305 17
1297 401 3
1787 118 -5
1272 1010 20
1654 1016 17
723 1091 0
1804 1078 9
1772 2019 -6
210 310 12
1788 1388 5
804 779 13
459 857 -3
870 1266 12
561 1162 2
157 1564 17
1356 1815 -9
1016 1928 -3
1549 1849 -3
1494 121 16
1126 813 -8
1012 869 -6
191 1631 -3
194 889 16
1157 322 19
1303 1794 -10
1764 152 15
1204 1366 3
269 544 2
860 1822 13
1953 1503 -8
873 1542 -7
1807 640 13
38 1343 -9
1797 126 13
1366 1627 10
1354 790 -3
686 1642 -8
669 1847 14
1331 1373 -9
1124 2016 12
431 1568 13
1111 1203 9
711 2023 -2
873 682 -6
592 412 -6
1947 42 -7
245 1664 -9
1155 1253 -2
82 1868 16
1191 851 16
775 1403 4
1531 1193 -8
890 1676 -3
1578 398 -8
1337 849 -7
880 263 7
1599 937 2
1316 1103 4
1161 317 9
853 403 -10
439 1045 17
1789 205 2
444 537 9
1200 1329 6
703 1766 0
483 747 -2
948 888 11
272 1055 -9
1129 1428 15
872 358 -7
1264 1284 -3
1743 323 12
938 243 -3
1370 1856 -9
99 536 13
1929 1717 1
67 1646 0
1253 1643 -1
377 417 7
1756 399 6
1775 389 9
2023 1977 9
871 49 15
1376 244 3
206 1417 -2
1171 1027 14
946 100 10
1001 1118 1
1041 917 14
1865 664 5
1026 1399 19
763 1324 -2
487 207 11
691 232 -1
1832 1061 11
654 1899 -6
1447 224 20
1571 1904 -5
1388 1476 13
1539 1507 20
317 176 1
1580 2024 4
1051 416 12
101 1380 7
729 1382 -9
894 171 -10
1104 151 -5
1251 850 -2
2006 927 1
1031 358 -9
1282 1782 20
1933 878 20
232 749 10
582 1284 14
1102 146 -8
590 231 -8
905 402 18
1777 1240 -5
1029 809 4
553 1696 -10
1189 1149 -7
202 267 14
1400 762 -2
184 707 2
131 1924 -2
1726 584 -7
131 1442 6
1505 389 1
1014 483 13
63 166 12
471 1848 7
1497 827 0
708 757 15
2018 982 1
1164 1452 16
1886 413 -10
1878 817 0
1083 141 18
742 1628 7
1584 89 19
1953 1383 -2
760 1842 18
614 503 0
1488 1243 -8
852 1082 0
572 1995 8
1811 663 3
123 346 11
1858 2016 13
1085 1828 10
522 24 -4
1641 1829 0
529 25 13
288 321 -3
1859 1726 17
322 1071 3
1571 1645 7
788 1286 10
1701 1031 -8
2017 2009 0
1220 1193 16
172 1316 -5
1101 1484 17
1612 767 -6
1685 923 -2
385 582 20
1050 1950 7
1522 1861 -8
1336 1548 11
264 636 -4
1148 606 -4
550 417 -1
573 1021 18
944 487 -8
1149 542 -1
1243 1067 7
1867 550 6
576 166 0
272 1591 -2
1953 805 12
913 428 0
1902 512 -7
1432 1963 -8
1247 325 6
623 1057 10
963 209 13
955 444 19
1362 1866 -7
1888 1984 0
941 1337 2
1640 204 17
1478 701 2
810 2025 14
997 1923 15
1062 887 11
274 6 -1
1609 1498 9
3 1107 18
1183 494 2
601 947 -8
1176 1455 -4
1886 1555 -2
1387 1942 3
894 1796 -9
1601 923 -7
1065 1950 -5
545 737 -1
1000 953 1
486 1384 6
202 1070 -1
923 1899 -5
887 799 4
1039 1068 -10
1917 130 19
648 1623 20
1477 1112 -9
2006 589 -10
42 340 -1
312 235 -8
417 1514 -8
1233 438 2
130 762 -4
163 362 -6
200 1674 -6
1600 1626 6
608 1625 -9
1209 1586 -5
997 298 4
1911 234 13
1117 1810 2
1009 789 8
1739 64 8
397 1490 -1
180 1767 8
1547 1275 17
241 1112 9
1605 1144 6
1625 622 2
1576 952 2
1581 476 16
1084 696 19
84 761 18
1037 1578 17
948 545 19
83 153 -8
1890 453 -8
178 1175 7
1362 949 8
95 85 2
461 96 17
529 1348 15
1765 1512 9
782 1672 3
1419 607 8
557 1881 13
1567 920 5
284 1718 3
149 1089 -4
1376 2036 8
124 321 -10
951 3 2
906 925 -6
1001 1419 -6
384 580 4
1071 1581 15
643 1170 11
692 1414 -5
1333 374 -1
225 716 17
56 112 5
1899 28 -5
740 235 6
869 717 16
1875 418 6
958 1645 -5
1042 1284 20
1013 1068 14
1556 222 -10
1006 1760 -10
957 1718 -5
1568 2033 17
37 1935 4
1184 959 19
472 284 19
688 1133 19
703 898 5
991 16 -5
1795 1599 13
728 948 -1
1789 2000 10
369 1717 1
1167 1828 -4
161 605 -3
1663 1803 1
606 1991 6
1201 790 18
150 632 -10
1603 683 -7
958 46 -4
1796 565 -9
174 1743 7
959 954 11
194 1924 -7
1348 1855 -2
121 609 13
66 190 6
5 44 -6
1096 1182 -7
1678 28 -3
1675 1255 14
1044 1453 -4
1344 177 -8
1843 1753 20
1706 1145 -5
827 1363 3
816 1374 19
78 1436 5
1047 635 5
657 1288 10
173 1751 -2
1675 1036 -1
528 928 18
69 1135 -6
470 1451 20
1998 816 17
567 628 16
298 1090 20
1684 16 -2
1755 619 5
363 203 2
1409 2028 -10
276 1647 13
1091 1210 -9
1765 614 14
261 1386 -7
1157 1840 -6
145 555 6
407 1255 2
572 1886 20
14 1479 14
949 416 4
1984 247 17
1276 1396 11
530 255 18
1456 1733 5
1235 180 -10
1083 1785 2
1959 1157 -1
1152 79 0
394 1888 7
1818 952 19
1107 439 19
846 630 20
581 1608 0
1332 1816 10
1544 942 -5
1749 436 13
1960 753 18
1571 371 1
354 648 -1
789 446 2
1395 649 -6
84 952 12
543 506 18
1592 1219 11
931 1676 -8
780 323 18
991 1814 8
1220 1763 3
1482 1716 8
1977 1019 20
1820 345 -5
770 498 2
1195 1062 4
1661 1709 11
1643 760 4
1966 1390 11
1561 474 -6
503 424 -10
2036 1130 4
991 1725 16
1809 1611 1
1620 1433 9
1838 1848 12
1080 1450 1
1045 608 5
1942 168 15
735 1028 -2
1871 289 -2
970 409 4
803 467 -3
852 2008 -10
1372 42 -6
2004 1917 20
144 1673 11
1244 1200 20
1318 803 10
2033 1602 4
1454 1673 14
650 329 0
555 321 -4
852 702 9
469 509 10
1322 1066 -5
14 1609 17
1091 397 -8
1136 1490 -9
643 1523 19
1861 1162 -1
500 387 9
713 601 13
207 1765 14
1794 1821 -5
1187 1875 20
277 35 13
631 946 19
97 96 16
2039 1664 17
706 1816 12
1555 1414 10
1746 176 11
1942 900 13
1536 985 14
1696 341 10
457 357 10
518 831 8
1677 1880 1
3 615 -7
932 19 -4
1478 930 -2
964 1204 11
958 1056 -2
476 1534 18
1197 411 -8
1512 345 10
496 1811 5
624 2013 9
385 67 17
1709 856 -2
658 1354 11
653 466 -1
987 1349 13
263 516 -6
751 462 -4
641 937 4
1593 1681 -8
1078 1229 -5
869 1917 -3
737 336 -3
612 1345 -9
1554 1120 8
346 781 2
1784 919 -2
4 459 14
147 510 15
384 1114 14
115 1321 -6
384 1384 8
1699 284 4
1612 759 -5
75 1993 -2
795 1219 4
1062 1852 -2
1715 500 12
242 1488 -8
76 2021 5
1354 1546 13
294 1772 11
1472 998 0
861 864 6
268 953 7
1744 83 4
927 1791 -3
838 1722 11
778 1440 18
782 1789 9
1780 664 10
971 1052 12
143 271 0
815 1777 6
721 819 12
979 1339 9
1244 1655 13
621 878 2
1369 272 -8
1547 389 18
179 697 15
1578 574 -3
1394 1836 -1
1979 399 14
297 718 12
1647 570 17
1457 638 17
487 958 2
428 1431 17
1697 285 -5
130 1392 9
169 1588 3
1362 6 19
644 1165 -10
406 924 6
1230 509 -2
868 1901 11
885 615 -4
146 455 20
942 889 9
810 1573 20
483 1098 8
244 1570 11
336 1036 14
760 1635 0
1807 613 19
840 1215 19
189 260 -4
1657 1878 15
772 388 1
907 1105 -7
1700 970 -4
58 132 -10
728 88 -7
223 1832 -3
558 1868 16
633 1893 -7
804 7 14
624 1131 17
35 1706 -6
814 832 1
704 1011 4
1446 1431 15
1086 287 7
1882 837 1
451 1230 6
395 1079 11
1228 1841 13
399 748 -6
186 734 -6
894 996 16
1163 1307 17
1983 140 -1
1062 908 8
280 1151 2
1728 1658 3
1097 574 -9
60 1586 18
862 173 17
410 1846 2
1600 1268 4
215 1062 12
1832 1172 -2
710 1459 -8
1278 468 -6
449 1 15
1745 211 6
594 568 10
745 1498 13
803 53 -6
288 1479 -10
1991 1951 -5
900 1965 1
1608 206 11
373 763 3
1409 318 8
184 1984 -3
1689 134 -7
1334 1775 -4
1616 532 0
867 1708 -7
725 1295 17
636 781 6
340 311 12
801 1485 -7
656 668 10
1017 2023 5
21 1916 3
345 1563 12
1005 689 -3
1580 1462 -10
737 616 19
907 330 6
1439 1579 12
456 1295 4
1898 87 8
216 291 11
285 1682 -9
1888 999 19
1439 490 18
1746 292 17
292 669 -10
87 713 20
1738 1205 6
389 1623 -7
114 517 -5
263 1621 8
746 809 -6
709 367 -8
1216 1167 0
48 252 -2
82 1470 12
1209 1832 0
511 84 -5
1954 250 -7
386 357 4
935 735 12
471 850 16
558 1683 6
1348 1837 -8
769 1904 8
860 1079 18
713 1680 -5
1291 307 6
432 591 -10
1810 1644 1
257 1276 0
1415 206 -2
416 1257 14
804 1376 14
1701 1051 17
1420 506 7
1676 60 19
991 791 -3
687 939 1
1828 5 14
10 1717 7
1140 1522 9
1397 1118 16
1778 1913 -10
729 73 1
1006 447 11
527 918 -6
1481 328 -2
1385 1238 -1
625 3 -4
267 866 -6
140 829 6
938 187 11
692 902 15
79 697 -5
584 418 -3
1561 1973 -1
960 799 -5
1101 501 7
1167 1581 18
9 508 -6
1770 1985 6
1645 1938 6
534 49 -3
302 1950 -4
1550 454 -3
1207 295 -10
1938 513 3
1646 1562 6
1548 378 3
1727 1188 10
1742 1958 20
1515 1087 -2
392 1771 19
982 1485 -6
16 708 18
587 71 17
2013 1263 -1
1646 1014 18
1454 1994 17
330 1071 -8
1121 885 -3
204 1023 6
1515 88 -3
386 1112 10
479 1295 -7
1780 658 14
1815 1781 -3
889 1123 0
1617 960 11
465 668 16
486 2033 16
492 1608 -6
733 258 10
1955 1033 10
1551 918 -6
1369 1976 1
1043 1306 18
1454 1731 6
1320 1430 3
1746 437 0
1636 416 -10
1824 1516 -5
1984 1457 15
1536 1647 2
740 841 1
1346 1881 14
189 1445 9
1653 352 8
67 1782 -5
1250 850 7
760 90 18
54 1450 4
1033 1538 -9
1279 136 7
1303 1613 -9
1927 1711 1
17 1479 -8
694 87 11
1961 829 -10
2041 1778 11
71 1649 -3
1644 1852 -7
391 276 -6
1713 300 7
1189 1287 -3
1596 1433 -7
1641 1047 -7
2043 1970 2
875 1206 10
418 1191 18
967 1105 5
1038 1542 -2
1949 863 -7
617 955 0
2033 60 3
1824 187 18
1986 1379 3
1746 444 7
1905 1201 -9
173 1933 4
218 1198 -9
261 1763 19
1184 1554 -2
1539 1472 17
415 1793 6
1979 693 -9
1415 1717 3
1041 1208 16
512 1924 10
1068 574 -5
1015 1682 18
1136 1241 -9
730 1931 -9
310 655 13
1003 48 11
434 160 -10
505 679 1
1999 890 -3
1053 1740 15
1770 1538 20
1614 496 5
1196 1675 -8
1254 459 9
1659 516 3
113 656 12
818 1608 -1
346 353 6
1061 667 0
856 915 16
412 429 9
1699 130 19
1612 709 12
345 1773 3
622 2018 19
1438 9 3
650 1256 1
349 460 18
1817 62 -8
691 1830 17
375 1898 -2
102 31 15
2030 641 2
2041 1293 -9
1464 1936 14
835 1894 3
1352 844 11
1417 2012 -2
581 1691 -2
1168 1211 19
1524 228 0
1058 1228 4
1023 1312 9
756 545 17
1763 1063 2
1534 1435 15
625 168 19
918 1803 9
19 462 -6
499 1848 -2
997 1928 13
1248 47 12
699 2020 7
1228 1455 -2
170 1793 14
1399 652 11
1205 901 -3
1257 343 1
419 1947 11
890 1465 13
1328 731 -4
1044 314 16
1555 957 15
2041 368 -5
1685 1878 4
934 1733 12
1191 1169 20
696 602 -6
440 1067 -5
1754 1712 15
964 278 -1
548 539 12
1603 1295 5
1905 815 15
1298 902 -2
917 1696 1
1120 307 9
134 857 -8
72 233 -4
1990 1192 0
933 1666 18
946 983 6
313 1785 -6
1937 401 2
836 281 -1
1123 1233 17
1310 1081 -6
1262 99 18
1907 774 3
1401 277 7
806 1616 -5
1069 1569 13
24 69 1
1314 649 20
1083 683 20
371 335 -8
1208 759 -3
759 2002 -7
1558 1361 -2
1650 190 -3
417 996 17
1110 1861 -1
1413 520 -3
1132 1439 -6
597 819 18
769 781 -5
1018 937 11
1642 1223 20
1338 1383 18
503 669 4
1111 1472 13
1975 831 -7
1151 157 6
1170 1368 4
761 1128 19
675 526 5
81 1540 -1
993 639 13
1282 1636 5
885 1354 19
1598 924 -9
1607 602 -7
746 1408 20
944 604 -9
489 562 20
1364 1193 13
584 297 1
394 403 15
751 923 12
1507 77 11
732 1867 19
1961 1772 17
1048 1327 18
1652 50 9
737 1898 -3
288 1567 6
1985 648 4
1995 383 1
1681 1028 -1
1449 1516 15
1417 1147 15
969 1792 -7
1784 1573 -3
547 1703 -7
1338 87 16
1673 1491 20
1020 1866 1
334 1 18
761 861 -1
1470 1873 17
1452 1403 9
196 537 5
177 1663 8
587 1087 7
200 1443 11
1594 1474 19
188 1627 13
35 1332 16
658 50 11
248 21 0
1491 889 9
99 1101 7
2003 1013 -8
918 1338 10
1079 1732 13
429 1039 16
815 820 16
504 1650 17
32 1606 -8
710 1948 10
1709 1804 -9
1931 1896 5
1381 1576 -1
883 25 -7
1153 1295 4
449 1721 -6
1133 488 8
1936 862 3
796 793 -4
713 1473 14
85 476 5
113 2015 -3
117 1397 7
147 935 20
609 230 -1
124 474 -10
153 816 12
1027 1963 -7
1704 1657 16
1287 1474 16
880 1211 17
1140 1709 1
1530 203 9
622 1002 0
1489 199 -2
879 1 2
277 859 -2
1656 373 19
457 861 5
1196 1394 -8
264 1446 7
1260 636 -10
551 828 10
1609 659 12
231 1572 13
622 385 9
1355 374 4
1353 1869 18
1200 1417 1
414 19 9
815 1869 17
591 421 12
379 1593 5
1650 1218 17
693 1611 5
666 717 8
744 1035 5
979 581 -7
563 1695 -9
323 878 3
453 66 17
1911 1001 5
1851 1983 -10
1206 819 6
2047 1480 1
2045 829 -6
431 1850 15
1134 1945 -4
1482 428 15
334 763 20
1541 477 -9
756 1525 11
1043 990 6
818 824 12
727 778 4
25 1221 6
38 1065 19
1585 718 17
1453 1620 0
1906 59 15
1179 1904 12
684 521 -10
782 1886 7
1813 1543 0
901 300 -1
1595 657 17
1476 1012 11
657 1123 1
1501 1317 -3
840 152 -10
366 1130 1
1586 100 -6
1068 1391 15
1771 323 4
1100 1588 -2
1654 1919 -9
1143 168 1
264 605 11
1093 1222 11
1994 89 4
367 1136 -8
679 1849 -9
828 1197 -1
648 1748 -5
1753 39 11
1682 1767 16
1684 1262 4
1845 1878 -1
1850 1005 -9
53 1947 -8
1537 670 1
1782 1371 -8
1735 2007 -4
1201 857 7
1425 706 -8
1108 317 12
1931 1901 0
577 485 2
1785 1641 8
49 321 -8
729 1388 12
466 1001 5
1572 1286 -10
1801 485 12
1012 953 -9
1756 871 5
1273 274 -8
620 361 -7
2044 931 19
390 1378 -6
619 738 4
698 667 17
1819 605 -7
1786 199 -2
198 1477 -1
1313 743 8
752 1466 5
1028 1697 12
1848 865 -1
468 1949 9
1596 1322 9
1521 1917 3
669 335 -8
1676 1668 12
459 756 -8
1446 538 12
399 1268 14
324 1439 -4
676 437 2
254 1876 4
1966 417 16
1840 1599 0
1395 536 14
1641 1874 11
1067 1262 20
1022 1865 16
821 1239 1
1730 1006 0
1946 1363 18
1360 712 7
805 1265 4
368 1124 -1
1273 1799 4
1656 693 0
1511 1580 7
1727 1598 15
507 796 -1
117 261 -10
1522 974 1
1151 1919 5
665 1243 0
558 1779 2
323 919 14
222 1550 -3
987 349 -9
1261 1935 3
63 257 10
1922 100 6
482 1386 17
285 391 -1
1512 1210 12
1258 888 -1
1337 1429 -5
1863 1076 3
1347 1121 0
1030 490 2
860 1176 15
330 1000 9
8 1664 20
532 111 14
1673 1004 4
2010 373 -8
651 1738 -5
1213 892 2
198 684 9
59 256 -5
233 1686 -2
1647 565 15
1586 1707 8
1597 1031 -7
375 1434 9
1276 664 7
656 979 3
1658 688 15
103 1771 15
1651 741 17
1553 1472 -10
1231 84 18
187 1588 -6
62 1103 4
1376 1949 -10
792 1868 19
1647 310 19
1149 745 -7
243 1597 8
1071 2042 5
1505 383 -4
417 1738 18
1935 124 18
1829 1817 1
1156 622 4
75 642 12
28 471 9
1730 1864 -7
1732 1894 -4
870 705 -2
1707 842 4
315 468 13
1851 1617 8
1666 837 6
197 1642 12
1074 710 4
789 600 6
1651 1284 -8
1269 1730 -1
242 1068 0
1985 736 9
41 410 9
407 1393 19
1259 1195 2
1496 711 6
466 2036 8
1762 772 10
619 1349 0
1362 991 -6
558 1597 -7
52 912 -6
1438 615 4
1766 683 -10
561 1289 -7
156 275 -4
456 1077 10
1729 1624 17
1246 1983 19
1709 12 2
704 537 16
1130 254 7
354 1612 -4
896 600 -2
1712 1417 -9
1013 1047 -2
879 1029 -5
266 1104 -1
1034 24 -1
1126 1343 -4
1499 2011 7
928 31 -5
1997 191 12
1895 1837 0
888 454 17
711 872 16
2041 1132 -10
1582 753 16
565 362 8
1344 791 18
1615 1483 15
1960 1391 11
1141 526 6
1107 391 -9
1870 84 -9
1001 1307 1
1199 1983 -2
603 725 -3
361 660 2
215 1014 10
1862 447 2
146 899 17
141 960 2
1045 456 -4
1706 1587 -8
29 1359 17
466 118 -10
1581 670 4
1455 781 -9
602 1621 -4
895 725 13
769 1415 11
1068 54 -4
1128 1635 -9
1347 448 19
884 1930 10
471 1791 -9
503 1692 -9
1201 879 12
1107 1770 -10
864 714 7
850 1872 3
509 1846 -5
1673 669 3
1483 1780 11
682 25 13
245 664 9
1154 520 13
1042 1540 -1
1187 1593 0
578 1422 13
223 256 8
763 1561 19
36 1331 3
223 532 4
604 1021 18
1845 1680 -1
346 1447 19
2009 757 -10
253 160 11
441 757 2
1037 1650 1
1096 1495 11
127 1639 17
1631 1836 8
295 1030 3
1932 1161 1
1021 943 8
191 224 7
897 518 18
1484 395 -7
1761 746 15
842 555 -7
2032 805 9
1196 990 1
1805 1056 12
1192 389 19
1167 831 14
1613 1549 7
1098 1707 7
1875 753 10
846 1976 3
1161 1147 -5
240 1838 17
1908 1638 8
954 532 5
111 1774 11
2007 1494 6
764 1915 15
14 215 8
509 348 13
892 212 20
6 598 11
378 671 20
1052 2036 11
631 1817 12
1388 470 19
1971 1919 9
224 624 5
1308 1876 5
423 766 18
1979 1181 18
512 665 14
111 1833 19
1004 421 4
1521 1550 6
403 538 11
589 1714 -6
899 603 8
1883 752 16
1805 905 16
728 1082 -6
361 1437 -2
1586 1993 -10
1144 690 1
1827 1080 -2
41 60 0
1454 799 13
2038 38 2
286 393 10
1527 1291 -9
274 88 13
1398 1028 -6
195 498 9
1294 967 -6
507 1235 -1
1205 1030 -3
641 724 18
1610 331 20
485 838 5
1912 206 -1
1768 561 0
520 1267 8
766 346 16
1031 1649 15
1942 2015 -9
829 1872 2
1070 900 15
2028 1092 11
1377 778 13
213 1549 -9
1126 805 15
1772 2021 -1
964 2031 11
333 289 8
295 741 1
582 1933 -1
1423 470 11
1171 1333 -6
1110 1356 18
1066 1940 11
1738 1360 17
29 1880 20
1343 417 17
892 1861 0
2025 1714 2
328 1504 -3
230 775 14
970 227 6
1589 209 -5
498 675 18
1429 1492 10
1418 250 15
1402 2046 -1
858 598 -7
1441 1844 7
663 235 1
1773 1348 8
822 1349 -8
1407 766 16
750 178 -3
351 1504 -7
1813 1332 11
263 982 13
1444 1017 4
1703 769 0
503 1172 12
1031 387 1
555 1634 1
588 1472 10
42 745 -8
523 402 19
1477 784 5
1394 866 10
1383 634 -4
362 1579 -5
328 886 16
1030 1484 6
300 826 2
1428 1842 -10
787 356 7
1836 1094 -10
1371 1782 9
1178 417 -3
335 78 7
232 115 -9
788 704 -9
1022 292 -10
106 478 -3
1292 912 -9
463 411 1
188 2038 10
465 445 5
865 2028 20
1212 1127 -10
1688 250 14
1772 1181 15
1816 679 -8
606 782 -8
681 28 9
1118 1674 -9
1906 430 20
613 750 -3
1317 1258 18
382 1137 7
1454 502 3
1484 1674 11
1646 877 3
16 1264 3
1075 504 7
1331 620 -8
861 1869 13
72 1120 -9
765 1132 19
382 861 -2
1230 1316 -4
1280 32 -4
1356 1865 9
686 456 -10
1643 1570 3
1079 1316 19
1163 763 12
255 1642 5
188 481 17
1996 1468 14
1150 1510 12
1090 1086 5
623 650 -2
636 681 4
1199 27 15
1403 935 15
1252 1832 -3
1305 861 -4
794 857 -10
1725 734 13
2044 75 -5
12 400 0
1046 838 2
1349 1950 -9
290 736 -3
1293 1036 -5
902 494 6
469 1550 13
409 1359 18
1313 1201 9
833 1147 -1
851 239 15
7 726 -10
