g 1024
e 680 630 11
e 426 630 11
e 824 630 20
e 2 630 5
e 206 630 -9
e 967 630 13
e 325 630 9
e 984 630 9
e 406 630 -9
e 257 630 12
e 516 630 9
e 973 630 17
e 662 630 20
e 155 630 -10
e 970 630 3
e 500 630 -3
e 904 630 10
e 284 630 1
e 597 630 1
e 231 630 15
e 201 630 -2
e 718 630 12
e 323 630 -6
e 578 630 11
e 475 630 -9
e 577 630 16
e 664 630 7
e 294 630 2
e 996 630 10
e 709 630 13
e 316 630 1
e 183 630 -8
e 44 630 17
e 243 630 5
e 891 630 -1
e 670 630 -9
e 675 630 -1
e 293 630 14
e 387 630 17
e 392 630 -2
e 88 630 -6
e 505 630 -8
e 1002 630 18
e 933 630 2
e 515 630 4
e 722 630 2
e 549 630 7
e 298 630 -5
e 636 630 -6
e 598 630 12
e 274 630 17
e 719 630 13
e 322 630 -9
e 241 630 -7
e 367 630 3
e 82 630 9
e 246 630 10
e 849 630 -3
e 608 630 18
e 754 630 17
e 477 630 0
e 233 630 11
e 1006 630 18
e 1012 630 10
e 97 630 -5
e 622 630 -9
e 386 630 -7
e 802 630 4
e 912 630 5
e 93 630 -4
e 110 630 19
e 327 630 12
e 923 630 19
e 370 630 7
e 612 630 -4
e 692 630 15
e 562 631 -5
e 761 631 19
e 473 631 -6
e 274 631 -3
e 162 631 20
e 615 631 17
e 50 631 18
e 885 631 13
e 890 631 13
e 584 631 -1
e 406 631 -3
e 133 631 7
e 1013 631 20
e 93 632 -6
e 659 632 -7
e 606 632 13
e 982 632 13
e 955 632 16
e 815 632 19
e 646 632 18
e 860 632 -1
e 142 632 -4
e 715 632 0
e 725 632 0
e 687 632 12
e 324 632 16
e 83 632 1
e 670 632 1
e 174 632 12
e 179 632 14
e 569 632 3
e 214 632 20
e 253 632 -6
e 144 632 1
e 240 632 9
e 662 632 -10
e 641 632 -1
e 1017 632 -6
e 370 632 -9
e 413 632 5
e 486 632 -3
e 492 632 17
e 955 632 8
e 715 632 -6
e 25 632 -7
e 973 632 15
e 331 632 5
e 167 632 5
e 206 632 6
e 997 632 -9
e 936 632 1
e 475 632 17
e 251 632 11
e 989 632 15
e 730 632 15
e 947 632 20
e 347 632 11
e 839 632 -6
e 1006 632 -6
e 161 632 19
e 237 632 11
e 533 632 8
e 884 632 19
e 699 632 -10
e 882 632 15
e 800 632 20
e 0 632 14
e 571 632 -9
e 1010 632 6
e 675 632 1
e 172 632 11
e 1023 632 5
e 824 632 7
e 189 632 -7
e 917 632 9
e 7 632 18
e 593 632 14
e 1010 632 -9
e 90 632 -6
e 1017 632 3
e 273 632 -2
e 939 632 19
e 672 632 8
e 416 632 2
e 141 632 -3
e 689 632 9
e 144 632 7
e 360 632 -9
e 418 632 17
e 438 632 17
e 343 632 6
e 228 632 6
e 877 632 -9
e 460 632 18
e 933 632 8
e 329 632 14
e 465 632 3
e 748 632 2
e 47 632 -5
e 497 632 15
e 1013 632 14
e 625 632 -8
e 45 632 0
e 729 632 10
e 707 632 19
e 410 632 -3
e 989 632 0
e 802 632 -4
e 226 633 12
e 462 633 8
e 889 633 16
e 402 633 -2
e 662 633 -8
e 370 633 3
e 288 633 -6
e 550 633 4
e 296 633 4
e 745 633 -8
e 366 633 17
e 801 633 10
e 39 633 7
e 834 633 -1
e 765 633 -6
e 240 633 -8
e 88 633 7
e 612 633 -3
e 476 633 10
e 272 633 16
e 51 633 16
e 902 633 -8
e 12 633 19
e 662 633 15
e 99 633 17
e 438 633 -3
e 515 633 12
e 458 634 17
e 963 634 -9
e 467 634 -9
e 862 634 10
e 166 634 17
e 857 634 -5
e 121 634 9
e 694 634 14
e 116 634 5
e 779 634 20
e 266 634 3
e 891 634 -9
e 648 634 -6
e 998 634 2
e 494 634 14
e 93 634 5
e 1023 634 6
e 217 634 1
e 660 634 -1
e 300 634 -4
e 53 634 17
e 311 634 -3
e 490 634 17
e 350 634 -8
e 847 634 8
e 825 634 19
e 231 634 1
e 652 634 -5
e 178 634 16
e 634 634 10
e 258 634 6
e 757 634 9
e 394 634 3
e 633 634 17
e 696 634 0
e 1018 634 5
e 837 634 6
e 283 634 14
e 10 634 19
e 160 634 12
e 533 634 17
e 401 635 10
e 551 635 15
e 764 635 8
e 228 635 -7
e 603 635 2
e 232 635 20
e 637 635 17
e 782 635 2
e 955 635 3
e 43 635 -2
e 34 635 -10
e 589 635 19
e 724 635 11
e 832 635 7
e 683 635 7
e 87 635 -6
e 32 635 0
e 872 635 18
e 619 635 15
e 281 635 15
e 1004 635 -6
e 90 635 13
e 458 635 9
e 819 635 19
e 730 635 -7
e 192 635 8
e 450 635 0
e 122 635 13
e 606 635 -6
e 695 635 0
e 610 635 2
e 989 636 1
e 108 636 -10
e 536 636 5
e 844 636 12
e 556 636 3
e 230 636 19
e 434 636 17
e 964 636 18
e 173 636 11
e 522 636 -4
e 372 636 -7
e 262 636 17
e 243 636 10
e 777 636 1
e 99 637 -7
e 427 637 5
e 190 637 -6
e 751 637 10
e 1005 637 19
e 705 637 0
e 964 637 17
e 810 637 7
e 286 637 -3
e 897 637 -9
e 708 637 16
e 634 637 8
e 913 637 13
e 351 637 -3
e 980 637 5
e 156 637 16
e 502 637 10
e 385 637 4
e 605 637 10
e 324 637 10
e 655 637 14
e 325 637 9
e 923 637 20
e 150 637 14
e 949 637 -7
e 699 637 -1
e 800 637 -1
e 942 637 17
e 81 637 -2
e 295 637 -6
e 849 637 7
e 281 637 -8
e 99 637 8
e 384 637 16
e 487 637 7
e 346 637 16
e 382 637 11
e 755 637 7
e 111 637 10
e 870 637 5
e 841 637 6
e 865 637 19
e 202 637 -7
e 296 637 7
e 0 637 6
e 989 637 -1
e 430 637 -7
e 1022 637 3
e 241 637 18
e 303 637 4
e 803 637 -8
e 314 637 20
e 768 637 18
e 84 637 -2
e 775 637 -6
e 674 637 6
e 803 637 -1
e 763 637 17
e 395 637 8
e 752 637 10
e 743 637 -8
e 9 637 -1
e 436 637 13
e 594 637 1
e 233 637 -4
e 22 637 -10
e 475 637 7
e 747 637 -2
e 350 637 -3
e 494 637 15
e 45 637 7
e 336 637 20
e 652 637 14
e 786 637 7
e 811 637 -9
e 268 637 3
e 334 637 -9
e 52 637 4
e 555 637 -4
e 285 637 8
e 403 637 6
e 446 637 16
e 469 637 -3
e 117 637 -7
e 266 638 3
e 500 638 12
e 951 638 -6
e 521 638 0
e 369 638 19
e 918 638 2
e 709 638 6
e 707 638 5
e 304 638 11
e 517 638 0
e 237 638 18
e 658 638 -10
e 268 638 20
e 280 638 6
e 452 638 -2
e 686 638 17
e 266 638 13
e 523 638 -3
e 354 638 -7
e 245 638 19
e 758 638 5
e 40 639 -3
e 614 639 9
e 443 639 -5
e 677 639 9
e 907 639 1
e 58 639 0
e 541 639 5
e 878 639 -7
e 178 639 18
e 822 639 10
e 111 639 8
e 365 639 -1
e 698 639 12
e 96 639 17
e 743 639 13
e 399 639 -3
e 788 639 13
e 434 639 -10
e 81 639 -3
e 507 639 -3
e 517 639 11
e 667 639 12
e 141 639 19
e 647 639 -1
e 805 639 10
e 124 639 7
e 268 639 6
e 320 639 -5
e 483 639 -1
e 812 639 5
e 342 639 -9
e 743 639 19
e 511 639 14
e 372 639 -9
e 521 640 -1
e 302 640 6
e 323 640 15
e 141 640 -4
e 434 640 -9
e 87 640 5
e 964 640 11
e 907 640 5
e 645 640 18
e 676 640 5
e 109 640 20
e 785 640 -4
e 636 640 17
e 740 640 13
e 394 640 1
e 206 640 5
e 472 640 16
e 75 640 -1
e 234 640 18
e 538 640 -7
e 409 640 6
e 240 640 13
e 612 640 1
e 621 640 6
e 519 640 9
e 79 640 -2
e 591 640 13
e 486 640 -3
e 300 640 -5
e 456 640 11
e 8 640 15
e 965 640 -7
e 343 640 15
e 797 640 7
e 111 640 14
e 241 640 19
e 922 640 6
e 760 640 9
e 106 640 2
e 627 640 -10
e 589 640 -4
e 867 640 -6
e 865 640 8
e 1017 640 16
e 906 640 -2
e 78 640 7
e 449 640 15
e 596 640 -4
e 943 640 19
e 525 640 -8
e 890 640 -9
e 506 640 16
e 991 640 16
e 983 640 10
e 641 640 4
e 389 640 -10
e 696 641 -5
e 742 641 5
e 700 641 -8
e 894 641 9
e 257 641 1
e 320 641 15
e 433 641 19
e 62 641 14
e 270 641 -1
e 896 641 13
e 1022 641 3
e 421 641 1
e 455 641 -10
e 205 641 6
e 791 641 8
e 439 641 9
e 583 641 18
e 551 641 6
e 224 641 13
e 651 641 -3
e 607 641 16
e 733 641 -9
e 53 641 -1
e 715 641 -2
e 786 641 16
e 278 641 11
e 355 641 15
e 568 641 9
e 794 641 14
e 585 641 -1
e 685 641 -3
e 547 641 -8
e 865 641 -9
e 596 642 18
e 695 642 2
e 587 642 14
e 963 642 -9
e 227 642 1
e 673 642 0
e 857 642 5
e 921 642 -8
e 587 642 6
e 850 642 16
e 971 642 8
e 397 642 1
e 945 642 -6
e 19 642 -9
e 565 642 -5
e 492 642 -5
e 189 642 17
e 722 642 -2
e 243 642 0
e 742 642 -6
e 539 642 1
e 673 642 -4
e 164 642 6
e 780 642 10
e 1020 642 1
e 564 642 9
e 681 642 -5
e 984 642 17
e 150 642 2
e 614 642 14
e 938 642 -2
e 38 642 7
e 671 642 15
e 180 642 2
e 530 642 -2
e 691 642 -3
e 982 642 15
e 448 642 -2
e 142 642 15
e 165 642 -2
e 891 642 12
e 975 642 7
e 146 642 -10
e 3 642 -1
e 210 642 -1
e 332 642 11
e 212 642 -1
e 568 642 5
e 420 642 -1
e 835 642 15
e 975 642 -8
e 660 642 6
e 189 642 16
e 999 642 19
e 577 642 11
e 203 642 10
e 111 642 8
e 269 642 11
e 430 642 4
e 884 642 -8
e 270 642 19
e 686 642 13
e 731 642 16
e 651 642 7
e 882 642 10
e 361 642 10
e 83 642 11
e 496 642 14
e 888 642 5
e 255 642 15
e 229 642 13
e 997 642 -7
e 641 642 12
e 725 642 -1
e 548 642 -8
e 916 642 1
e 497 642 -4
e 117 642 -8
e 742 642 11
e 903 642 18
e 433 642 -4
e 525 642 -1
e 1001 643 -6
e 828 643 12
e 504 643 12
e 126 643 5
e 813 643 1
e 324 643 16
e 51 643 6
e 548 643 3
e 503 643 15
e 18 643 5
e 685 643 -7
e 388 643 15
e 21 643 15
e 724 643 2
e 764 643 -3
e 485 643 -10
e 5 643 -5
e 265 643 -4
e 425 643 -1
e 290 643 -2
e 893 643 -10
e 776 643 12
e 691 643 20
e 43 643 0
e 996 643 -7
e 634 643 -9
e 525 643 16
e 899 643 8
e 727 643 -9
e 731 643 -3
e 27 643 -1
e 960 643 13
e 677 643 8
e 509 643 12
e 568 643 4
e 526 643 0
e 723 643 3
e 133 643 18
e 819 643 -4
e 172 643 0
e 153 643 5
e 620 643 -5
e 973 643 5
e 877 643 -2
e 867 643 18
e 895 643 8
e 829 643 8
e 57 643 -6
e 337 643 -10
e 991 643 -7
e 940 643 9
e 905 643 0
e 951 643 20
e 130 643 13
e 698 643 -8
e 239 643 -7
e 926 643 3
e 945 643 12
e 503 643 5
e 908 643 15
e 578 643 1
e 392 643 -6
e 874 643 4
e 663 643 7
e 402 643 13
e 121 643 -1
e 526 643 2
e 477 643 4
e 178 643 17
e 457 643 4
e 592 643 8
e 571 643 16
e 124 643 -4
e 529 643 12
e 658 643 11
e 550 643 11
e 1019 643 18
e 446 643 14
e 939 643 11
e 548 643 20
e 238 643 20
e 401 643 -4
e 357 643 10
e 336 643 4
e 75 643 -7
e 800 643 2
e 765 643 -5
e 474 643 -3
e 698 643 17
e 339 643 20
e 935 643 -8
e 388 643 16
e 278 643 20
e 232 643 -2
e 250 644 -5
e 710 644 -7
e 263 644 -3
e 213 644 -4
e 772 644 -4
e 719 644 -2
e 654 644 16
e 856 644 -2
e 644 644 16
e 103 644 8
e 444 644 14
e 411 644 0
e 1012 644 16
e 211 644 2
e 779 644 4
e 249 644 16
e 113 644 -10
e 798 644 2
e 732 644 -4
e 460 644 6
e 60 644 20
e 663 644 -3
e 1010 644 3
e 502 644 11
e 300 645 12
e 375 645 19
e 417 645 5
e 860 645 -8
e 939 645 10
e 915 645 18
e 828 645 4
e 818 645 11
e 172 645 16
e 255 645 -5
e 419 645 -8
e 378 645 20
e 312 645 15
e 29 645 0
e 858 645 -7
e 482 645 20
e 879 645 16
e 262 645 1
e 572 645 14
e 524 645 -4
e 773 645 18
e 518 645 3
e 1013 645 18
e 528 645 -10
e 448 645 6
e 29 645 11
e 646 645 16
e 246 645 -7
e 1019 645 -6
e 895 645 -1
e 197 645 10
e 316 645 18
e 293 645 19
e 21 645 11
e 730 645 4
e 342 645 7
e 66 645 12
e 506 645 13
e 707 645 17
e 41 645 4
e 105 645 -10
e 511 645 -3
e 208 645 4
e 399 645 6
e 325 645 14
e 552 645 -3
e 40 645 6
e 727 645 18
e 916 645 -1
e 556 645 17
e 835 645 13
e 833 645 9
e 427 645 12
e 1017 645 -6
e 109 645 3
e 134 645 5
e 1008 645 3
e 46 645 10
e 585 645 -8
e 846 645 17
e 351 645 16
e 671 645 13
e 76 645 -7
e 952 645 -8
e 6 645 16
e 590 646 -4
e 646 646 6
e 543 646 5
e 430 646 19
e 701 646 3
e 548 646 14
e 514 646 4
e 178 646 -8
e 47 646 -1
e 444 646 13
e 989 646 7
e 209 646 19
e 566 646 -10
e 640 646 2
e 868 646 1
e 109 646 -2
e 842 646 13
e 932 646 4
e 626 646 1
e 300 646 7
e 839 646 8
e 224 646 19
e 901 646 9
e 634 646 17
e 493 646 7
e 241 646 17
e 61 646 12
e 5 646 19
e 351 646 14
e 23 646 14
e 993 646 10
e 63 646 -9
e 165 646 -10
e 665 646 10
e 474 646 -10
e 735 646 -9
e 554 646 13
e 829 646 17
e 53 646 2
e 864 646 -5
e 575 646 -9
e 465 646 5
e 549 646 3
e 897 646 11
e 406 646 -9
e 421 646 -6
e 639 646 11
e 451 646 -6
e 967 646 -10
e 475 647 18
e 678 647 -6
e 763 647 -6
e 856 647 5
e 314 647 18
e 88 647 -10
e 644 647 3
e 930 647 20
e 606 647 -6
e 901 647 -6
e 298 647 14
e 4 647 5
e 166 647 -1
e 893 647 -5
e 439 647 13
e 648 647 -3
e 869 647 -3
e 802 647 0
e 806 647 -1
e 779 647 5
e 607 647 8
e 364 647 20
e 296 647 -3
e 957 647 4
e 592 647 16
e 486 647 -8
e 160 647 12
e 420 647 10
e 356 647 4
e 303 647 -8
e 40 647 17
e 282 647 13
e 960 647 17
e 378 647 11
e 139 647 8
e 586 647 9
e 1016 647 -7
e 782 647 17
e 328 647 4
e 439 647 1
e 918 647 -10
e 199 647 19
e 277 647 12
e 181 647 -2
e 922 647 17
e 147 647 18
e 602 647 3
e 494 647 4
e 244 647 0
e 1014 647 9
e 946 647 14
e 478 647 -7
e 267 647 17
e 134 647 10
e 109 647 1
e 856 647 19
e 570 647 -7
e 112 647 1
e 273 647 17
e 1023 647 -9
e 78 647 9
e 753 647 -5
e 567 648 -5
e 1020 648 -5
e 963 648 -6
e 234 648 2
e 10 648 5
e 895 648 -3
e 275 648 -6
e 546 648 6
e 429 648 19
e 54 648 13
e 864 648 19
e 934 648 -6
e 163 648 14
e 193 648 13
e 847 648 4
e 73 648 20
e 852 648 14
e 966 648 5
e 427 648 5
e 32 648 13
e 908 648 12
e 453 649 -6
e 24 649 18
e 484 649 0
e 174 649 14
e 954 649 -9
e 824 649 -7
e 442 649 -7
e 605 649 -2
e 341 649 4
e 442 649 3
e 705 649 9
e 972 649 0
e 505 649 20
e 784 649 3
e 261 649 9
e 616 649 18
e 891 649 13
e 193 649 13
e 838 649 20
e 1011 649 17
e 678 649 1
e 744 649 -1
e 888 649 1
e 769 649 -2
e 952 649 -10
e 181 649 -1
e 836 649 12
e 892 649 8
e 738 649 5
e 235 649 16
e 133 649 1
e 800 649 0
e 204 649 18
e 608 649 -1
e 460 649 1
e 511 649 1
e 783 649 12
e 128 649 17
e 732 649 -5
e 766 649 9
e 185 649 12
e 971 649 6
e 303 649 -6
e 86 649 -6
e 717 649 -5
e 594 649 8
e 112 649 3
e 20 649 9
e 193 649 4
e 61 649 19
e 766 649 13
e 154 649 13
e 254 649 -4
e 72 649 -6
e 623 649 5
e 284 649 -1
e 355 649 -10
e 65 649 1
e 11 649 18
e 547 649 3
e 961 649 -6
e 396 649 -4
e 332 649 -5
e 525 649 -7
e 608 649 2
e 416 649 17
e 101 649 -8
e 395 649 7
e 121 649 19
e 648 649 16
e 184 649 -4
e 34 649 -6
e 699 649 8
e 866 649 10
e 862 649 19
e 171 649 -8
e 967 649 14
e 227 649 15
e 932 649 18
e 467 649 -3
e 179 649 -7
e 465 649 9
e 904 649 -5
e 668 649 0
e 395 649 7
e 903 649 2
e 64 649 18
e 730 649 -7
e 459 649 4
e 629 649 14
e 691 649 19
e 950 649 8
e 230 649 13
e 669 649 20
e 979 650 19
e 438 650 10
e 613 650 10
e 604 650 19
e 706 650 0
e 374 650 -6
e 607 650 -6
e 79 650 19
e 513 650 -9
e 1011 650 17
e 560 650 3
e 322 650 20
e 1000 650 7
e 836 650 -3
e 403 650 19
e 956 650 11
e 52 650 3
e 512 650 10
e 229 650 8
e 7 650 15
e 643 650 3
e 452 650 13
e 936 650 -4
e 690 650 -6
e 217 650 10
e 433 650 2
e 769 650 -6
e 784 650 7
e 542 650 20
e 235 650 -7
e 59 650 16
e 439 650 20
e 158 650 -3
e 283 650 10
e 834 650 5
e 769 650 -8
e 136 650 -5
e 238 650 2
e 297 650 -8
e 398 650 -4
e 623 650 12
e 660 650 2
e 677 650 -5
e 193 650 -3
e 460 650 -6
e 577 650 13
e 655 650 2
e 830 650 -5
e 889 650 12
e 176 650 -7
e 102 650 -2
e 370 650 16
e 55 650 -7
e 411 650 -2
e 714 650 19
e 11 650 18
e 810 650 -3
e 580 650 17
e 514 650 2
e 636 650 18
e 88 650 15
e 1008 650 -1
e 631 650 1
e 378 650 -4
e 813 650 10
e 614 650 7
e 823 650 17
e 386 650 10
e 250 650 1
e 628 650 5
e 116 650 -3
e 336 650 8
e 881 650 18
e 106 650 16
e 514 650 18
e 105 650 13
e 811 650 7
e 669 650 16
e 754 651 17
e 546 652 10
e 795 653 10
e 407 653 14
e 141 653 -4
e 838 653 19
e 753 653 12
e 767 653 -4
e 328 653 -3
e 103 653 1
e 499 653 -7
e 890 653 -10
e 114 653 -9
e 114 653 14
e 114 653 5
e 747 653 -10
e 519 653 -5
e 68 653 15
e 822 653 15
e 328 653 -2
e 694 653 -4
e 782 653 18
e 1015 653 19
e 797 653 14
e 100 653 2
e 724 653 -3
e 486 653 -8
e 522 653 -2
e 681 653 -5
e 241 653 0
e 546 653 7
e 320 653 16
e 849 653 -8
e 657 653 -1
e 67 653 8
e 519 653 1
e 732 653 2
e 309 653 4
e 723 653 6
e 59 653 -8
e 254 653 7
e 818 653 18
e 976 653 0
e 715 653 -3
e 288 653 16
e 50 653 6
e 299 653 6
e 57 653 -1
e 733 653 -10
e 434 653 10
e 332 653 17
e 796 653 4
e 646 653 8
e 899 653 3
e 908 653 3
e 673 653 -4
e 414 653 -2
e 73 653 7
e 185 653 1
e 774 653 -7
e 863 653 9
e 511 653 -4
e 918 653 9
e 541 653 12
e 307 653 -9
e 229 654 17
e 58 654 15
e 400 654 11
e 29 654 -5
e 566 654 6
e 499 654 18
e 995 654 -7
e 84 654 -2
e 4 654 6
e 823 654 5
e 635 654 -8
e 685 654 18
e 499 654 6
e 463 654 12
e 625 654 15
e 500 654 -5
e 556 654 9
e 552 654 1
e 159 654 -2
e 730 654 -8
e 988 654 9
e 469 654 0
e 35 654 -1
e 626 654 17
e 435 654 -8
e 523 654 -5
e 224 654 5
e 178 654 2
e 102 654 15
e 547 654 6
e 509 654 3
e 760 654 9
e 302 654 -2
e 540 654 -6
e 100 654 18
e 642 654 18
e 70 654 -6
e 279 654 6
e 324 654 8
e 757 654 -8
e 880 654 -6
e 985 654 -8
e 144 654 -10
e 215 654 17
e 113 654 16
e 844 654 -6
e 894 654 17
e 21 654 -1
e 912 654 6
e 766 654 3
e 776 654 2
e 637 654 -5
e 540 654 3
e 678 655 -5
e 766 655 -9
e 892 655 -9
e 761 655 8
e 83 655 14
e 206 655 -5
e 699 656 18
e 817 656 15
e 27 656 18
e 946 656 20
e 765 656 -9
e 950 656 9
e 690 656 16
e 564 656 18
e 5 656 14
e 347 656 17
e 712 656 8
e 202 656 13
e 435 656 7
e 3 656 -10
e 111 656 12
e 285 656 5
e 1005 656 -4
e 954 656 17
e 252 656 9
e 57 656 -6
e 283 656 3
e 813 656 -3
e 395 656 16
e 269 656 16
e 169 656 -2
e 557 656 16
e 379 656 7
e 748 656 -5
e 393 656 -10
e 47 656 -4
e 238 656 -8
e 15 656 -8
e 174 656 17
e 719 656 -10
e 842 656 5
e 17 656 18
e 914 656 -6
e 73 656 -7
e 443 656 2
e 625 656 4
e 689 656 -8
e 511 656 -5
e 430 656 20
e 276 656 18
e 12 656 -2
e 758 656 17
e 856 656 17
e 704 656 9
e 423 656 19
e 600 656 14
e 45 656 3
e 418 656 -10
e 11 656 6
e 499 656 -9
e 361 656 19
e 457 656 11
e 197 656 -8
e 185 656 -7
e 650 656 20
e 936 656 10
e 229 656 -7
e 318 656 19
e 980 656 -2
e 664 656 4
e 896 656 0
e 61 656 -5
e 204 656 15
e 852 656 18
e 46 656 19
e 788 656 -9
e 702 656 -5
e 635 656 0
e 396 656 -3
e 579 656 -7
e 823 656 -7
e 786 656 9
e 504 657 3
e 233 657 -10
e 116 657 -2
e 123 657 12
e 153 657 7
e 770 657 15
e 884 657 9
e 664 657 19
e 387 657 3
e 574 657 7
e 373 657 -2
e 707 657 17
e 50 657 -9
e 744 657 20
e 539 657 -5
e 705 657 16
e 403 657 6
e 606 657 20
e 702 657 9
e 939 657 -5
e 136 657 -2
e 917 657 1
e 746 657 12
e 622 657 18
e 617 657 0
e 915 657 18
e 223 657 4
e 76 657 20
e 893 657 15
e 499 657 7
e 529 657 13
e 857 657 4
e 901 657 10
e 357 657 1
e 936 657 4
e 766 657 9
e 562 657 19
e 43 657 -2
e 770 657 12
e 121 657 11
e 937 657 -7
e 158 657 -5
e 556 657 2
e 859 657 -10
e 262 657 13
e 423 657 18
e 109 657 5
e 521 657 -5
e 214 657 10
e 838 657 12
e 699 657 17
e 572 657 -2
e 924 657 -5
e 782 657 -2
e 68 657 -8
e 385 657 2
e 82 658 -4
e 946 658 20
e 756 658 19
e 205 658 4
e 684 658 -2
e 815 658 3
e 298 658 12
e 28 658 10
e 255 658 3
e 720 658 -6
e 82 658 16
e 203 658 -7
e 980 658 -8
e 109 658 13
e 502 658 6
e 450 658 13
e 601 658 11
e 415 658 -3
e 389 658 -7
e 750 658 -4
e 223 658 15
e 582 658 -3
e 725 658 7
e 959 658 -4
e 860 658 19
e 772 658 9
e 920 659 -2
e 469 659 -5
e 214 659 0
e 103 659 -2
e 935 659 0
e 991 659 12
e 721 659 5
e 191 659 -10
e 899 659 6
e 337 660 2
e 30 660 14
e 965 660 15
e 846 660 7
e 915 660 -10
e 610 660 11
e 997 660 0
e 1023 660 4
e 947 660 15
e 742 660 13
e 239 660 14
e 716 660 18
e 0 660 6
e 870 660 11
e 882 660 -9
e 451 660 -2
e 1004 660 7
e 990 660 8
e 98 660 4
e 628 660 13
e 651 660 13
e 275 660 11
e 918 660 -3
e 116 660 9
e 281 660 16
e 778 660 17
e 586 660 12
e 987 660 20
e 369 660 -2
e 911 660 6
e 413 660 -9
e 966 660 19
e 150 660 20
e 175 660 -1
e 276 660 20
e 215 660 12
e 302 660 8
e 830 660 4
e 277 660 3
e 944 660 -1
e 514 660 0
e 338 660 11
e 365 660 12
e 892 660 1
e 128 660 4
e 198 660 10
e 971 660 1
e 102 660 6
e 825 660 6
e 697 661 -3
e 501 661 15
e 336 661 -7
e 552 661 13
e 58 661 19
e 947 661 0
e 182 661 -10
e 84 661 6
e 521 661 20
e 558 661 -6
e 266 661 6
e 876 661 -10
e 228 661 10
e 295 661 17
e 280 661 19
e 393 661 -8
e 193 661 20
e 307 661 18
e 796 661 20
e 989 661 6
e 327 661 3
e 60 661 5
e 329 661 0
e 809 661 3
e 595 661 4
e 511 661 1
e 582 661 3
e 69 661 10
e 116 661 16
e 141 661 -7
e 427 661 9
e 155 661 6
e 368 661 -7
e 202 661 -9
e 136 661 -9
e 684 661 2
e 189 661 -1
e 753 661 16
e 478 661 -10
e 650 661 11
e 8 661 10
e 782 661 7
e 804 661 -6
e 604 661 13
e 945 661 9
e 386 661 10
e 196 661 -9
e 733 661 -5
e 844 661 10
e 898 661 -6
e 667 661 10
e 989 661 10
e 546 661 10
e 920 661 17
e 124 661 -4
e 190 661 15
e 943 661 19
e 545 661 -5
e 686 661 14
e 249 661 2
e 34 661 19
e 461 661 -10
e 617 661 6
e 151 661 15
e 223 661 3
e 35 661 -9
e 605 661 7
e 184 661 -4
e 256 661 1
e 506 661 -5
e 812 661 -2
e 15 661 -10
e 464 661 7
e 1 661 7
e 1003 661 9
e 867 661 -8
e 847 661 9
e 824 661 14
e 677 661 7
e 528 661 15
e 177 661 -9
e 372 661 13
e 179 662 17
e 528 662 -3
e 719 662 1
e 570 662 -6
e 18 662 2
e 196 662 3
e 129 662 6
e 1008 662 0
e 913 662 -8
e 774 662 -8
e 992 662 9
e 932 662 -6
e 803 662 -6
e 342 662 11
e 607 662 5
e 870 662 -4
e 605 662 4
e 246 662 -3
e 88 662 12
e 843 662 9
e 760 662 13
e 620 662 -6
e 900 662 1
e 1004 662 -7
e 851 662 12
e 4 662 15
e 387 662 2
e 229 662 17
e 238 662 9
e 75 662 14
e 602 662 1
e 854 662 -9
e 752 662 8
e 150 662 7
e 752 662 -2
e 100 662 17
e 162 662 1
e 889 662 19
e 912 662 7
e 953 662 -1
e 1010 662 19
e 848 662 -9
e 618 662 -10
e 512 662 3
e 971 663 4
e 747 663 10
e 349 663 6
e 736 663 11
e 613 663 13
e 459 663 -5
e 110 663 9
e 823 663 0
e 519 663 16
e 444 663 12
e 801 663 -9
e 640 663 19
e 184 663 0
e 510 663 -7
e 950 663 -7
e 518 663 -7
e 788 663 -10
e 261 663 -1
e 322 663 3
e 647 663 -1
e 201 663 2
e 250 663 6
e 47 663 0
e 181 663 12
e 282 663 14
e 57 663 3
e 697 663 -10
e 438 663 18
e 864 663 19
e 465 663 13
e 619 664 8
e 320 664 16
e 671 664 -2
e 600 664 -10
e 677 664 10
e 823 664 19
e 357 664 18
e 802 664 3
e 621 664 1
e 329 664 2
e 651 664 -2
e 506 664 10
e 666 664 17
e 21 664 1
e 156 664 -8
e 704 664 3
e 777 664 -1
e 859 664 16
e 615 664 20
e 951 664 0
e 283 664 1
e 130 664 11
e 383 664 17
e 6 664 0
e 564 664 -1
e 276 664 3
e 186 664 16
e 570 664 -10
e 573 664 13
e 316 664 19
e 690 664 9
e 706 664 -4
e 547 664 -9
e 591 664 3
e 71 664 11
e 626 664 10
e 598 664 -6
e 320 664 2
e 795 664 0
e 257 664 20
e 331 664 -2
e 298 664 12
e 21 664 14
e 908 664 2
e 506 664 -8
e 458 664 16
e 479 664 -1
e 784 664 -10
e 609 664 9
e 514 664 4
e 872 664 19
e 755 664 11
e 511 664 12
e 600 664 9
e 611 664 13
e 892 664 15
e 89 664 -9
e 885 664 11
e 453 664 12
e 86 664 0
e 889 664 20
e 166 664 14
e 75 664 -2
e 785 664 8
e 618 664 13
e 606 664 -10
e 754 664 6
e 417 664 14
e 957 664 10
e 178 664 -6
e 893 664 18
e 221 664 -10
e 7 664 1
e 475 664 20
e 754 664 12
e 769 664 -8
e 97 664 5
e 184 664 5
e 29 664 -7
e 735 665 11
e 488 665 -4
e 228 665 11
e 802 665 18
e 127 665 -9
e 475 665 8
e 657 666 -7
